,id,comment_text,score,toxic,severe_toxic,obscene,threat,insult,identity_hate
32283,c5430437bdd174a2,i hope you die you fucking pedophile. i gave your details to some friends in the middle east and they were VERY angry about you and said they might pay you a visit,0.9639709,1,0,1,1,1,1
32291,c532c4855c95c7e8,"racist stuff on mainpage 

i cant bleive you are puytting that dumb jena six racist thing on the front page this is propaganda to make black people look better than white people and that is nooo gooodd",0.80240965,1,0,0,0,0,0
32300,c529d1439dd364fa,"Refactoring
Do not refactor my comments again. You have been in dispute with me in the past, and perhaps you don't like me, but you have no business mucking about with what I have ot say. If you object to any of my comments feel free to bring them up at the appropriate noticeboard, but do not fuck with them again. Thanks.",0.7093121,1,0,1,0,0,0
32305,c5284597fc2a0bfc,"=================
Hey  ! Are you member of non-scientific group ? ))) Perhaps you have access to same Polish, English, Russion, Jewish, German, Czech ...  newspapers from the end of the war
and can find further sources for this information about the Galicia and Malopolska Wschodnia killings, massacres of Polish, Russion, Czech by ukrainian bands occurred in many towns after the end of the war !!!!!!!!. FUCK OF NAZI !",0.89651245,1,0,1,0,1,0
32311,c51e91490b4c8519,For being a massive faggot,0.9480856,1,0,1,0,1,0
32316,c5160521520fd53d,Wow you deleted my comment dumb ass,0.96695304,1,0,1,0,1,0
32328,c509b7b36cbd283b,"Then you're just as stupid as the blithering retard currently sitting upon the stolen Presidency, you bag of dogshit. I hope you get hit by a drunk driver.",0.97636837,1,0,1,1,1,0
32349,c4e9c0d8cd26024d,MOTHER FUCKING INBREED PIECES OF SHIT,0.9874255,1,1,1,0,1,0
32357,c4e3142842260982,"""

What page? No page was put up as an article.  Per the Wiki guidelines, nothing was put up as an """"article"""".  A page was being utilized as a user page simply to figure out the structure of Wikipedia, to learn the coding of  Wikipedia, and to experiment with.  Some text was simply cut and pasted onto a page, per Wiki guidelines, nothign was submitted as an article, because the test area was to be kept to a user area.  This is what we were doing.  Using the user name as a testing area PER WIKI GUIDLINES.  No article would have been submitted until such time as it met Wiki guidelines, but you you deleted the page before that could take place.  Are you really this obtuse?  In all seriousness, testing are refining articles in user pages is encouraged by Wikipedia.  This is what we were doing.  In our opinion, you are not familiar enough with Wiki guidelines to exercise any control over the deletion of articles.  It is the afternoon.  Elementary school should be getting out soon.  There should be some 9 year old that you can go outside and shove around.  I regret that you have little authority over your real life, but I don't think the intent of Wiki was for you to vent that frustration and lack of control in meatspace over the entirety of the Encyclopedia.  Thank's for deleting the demo template, you complete and utter fuckwit.  Next time we'll just throw something into the public domain and give you something to actually do other than mentally masturbate.    """,0.8327258,1,0,0,0,0,0
32364,c4db524d54f0dec6,Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? ==BeCauSe You aRe a FGGT! == Do I know you? BeCauSe,0.8450628,1,0,1,0,1,0
32368,c4d7629ad1ecd37b,edit filter disturbs i can't add a gay userbox to your userpage,0.8355208,1,0,0,0,0,1
32389,c4be559f15a441f3,"Sorry, I looked at the wrong diff and thought the IP was back adding shit.",0.88391864,1,0,1,0,0,0
32402,c4ad5422cf539066,"""

 Hi nerd 

Would you please explain why what I wrote is disruptive but """"Akbar is also the AI Personality of India in the renowned game Age of Empires III: The Asian Dynasties.""""

Are you gonna tell me that Age of Empires III is more culturally relevant than Matt Groening? 

Or this:

""""In Kunal Basu's The Miniaturist, the story revolves around a young painter during Akbar's time who paints his own version of the Akbarnama'""""

None of that is cited; it is much less relevant than """"Akbar and Jeff"""" is. How do I insert the Akbar and Jeff reference without getting a million angry nerds on my ass?""",0.7081179,0,0,1,0,1,0
32404,c4abd08ea8fdd774,"THIS IS A PERSONAL ATTACK 

YOURE A FUCKING BITCH
SUCK MY FUCKING DICK YOU FUCKING ASS CLOWN
GET A LIFE AND QUIT READING MY SHIT, BITCH
/personal attack

-Wolfgirlhellahairy

PS: FUCK YOU",0.9810201,1,1,1,0,1,0
32411,c4a84ed9045b8b28,Who am i harrasing?Who am i personally attacking?i said dumb asses in general and i didnt named nobody specifically a dumb ass so i dont think i should be warned for nothing!the truth is that a small group of people over here took over the Dominican Republic Article and now want to do wat they feel like it with it!(but is not going to happen),0.84777087,1,0,1,0,0,0
32421,c49c8a41d0fc2a71,"Reverted edit 

Why was my edit reversed on Nossal High School? We placed information about next years school captain and the changes in vice principal that have occurred as of late. As a student of nossal high school, I believe that I would be aware of changed made in the school over some random idiot who is going to revert my edits.",0.79986197,0,0,0,0,0,0
32423,c49b6f0303cebcb5,"This article sucks.

This is precisely what Wikipedia should NOT be.  This is the kind of thing that will appear in sensationalistic news reports and blonde, blow-dried commentators will ask school board officials to comment on.  What crap.",0.9156528,1,0,1,0,0,0
32434,c48864479ab0d6cf,Be prepared for HORRIBLE HORRIBLE THINGS!!!,0.74163693,0,0,0,0,0,0
32438,c4859f9bda39fbcd,"Dude 

Why do you fucking delete my shit when I didn't fucking do anything to you retard!",0.97156936,1,0,1,0,1,0
32450,c47c7ab42382f5ab,"""

 Really? 

YOU'RE CONTRADICTING YOURSELF! Basically your opinion of based on blindness and bullshit as far the """"evidence"""" you send me are considered.

Really? Puny pictures in which you can almost not see what her eye color is. You need a magnifying glass to see her eyes. Don't show such pictures cuz it just looks really sloppy and desperate, which in your case makes sense. 1(By magnifying this image up to 400%, you can clearly see her eye color looks sort of olive green, not anywhere close to brown). 2(What the f*** is this? It look horrendous. Oh and her eyes are lighter than her hair and you keep saying they're the same shade, when clearly they're not. Lets take a look at a better quality image. No brown eyes here.)

3(These eyes can still be called hazel.) 4(Hazel eyes due to their nature have the tendency to look goldish brown in certain lights, and look at Belle's hair it looks red). 5(I can clearly see her eyes are not the same as her hair, in fact take a close look when a lock of hair falls in front of her right eyes and clashes with her eyes color. The difference looks brown and hazel, instead of brown and light brown.) 6(That's not a screenshot, and by magnifying the image, her eyes look dark hazel and so not the same color as her hair) 7(400% zoom in, hazel eyes) 8(What a desperate image, you can barely see anything, 1000% zoom in and her eyes appear not to be brown again). 9(400% zoom in, hazel eyes... again)

Oh yes, the Belle merchandise that has her with brown eyes is so big, only one of the pictures you send can sort of qualify. 10 (By magnifying the image up to 400%, you can clearly see her eyes look green-like). 11(400% zoom in, hazel eyes AGAIN)

JESUS F***ING CHRIST. You preseted me with like 18 images and almost all of them have Belle with hazel eyes instead of brown. ARE YOU COLORBLIND? Don't you know how to differentiate colors. An you call this SOLID? If Belle's eyes are hazel, than those are indeed solid, verified evidence. And the screenshots aren't even from the Diamond Edition, they're from the Special Edition.

Take a look at these pics, please. Think anyone will believe you that her eyes are brown? I don't think so. These are just a couple of additions to the pictures you presented, further cementing that Belle has hazel eyes instead of brown. Since hazel is a mix of brown and green and that hazel eyes vary between almost green to almost brown, on what bases are people suppose to believe Belle's eyes are brown?

Look at this page""",0.71909124,1,0,0,0,0,0
32460,c4704ef7b068f656,"of course striver doesnt think that suicide bombing articles should be included, those are the act of his Glorious Martyrs and have to be made to look as nice as possible as they work towards the extermination of those Evil Jews he wants to put into ovens.",0.6996335,0,0,0,0,0,0
32463,c46cf2f192b426b7,"same time, and then made fun of my little dick",0.8949786,1,0,1,0,0,0
32467,c4647e8a0eb2c11a,"Ronald McDonald is gay and he has a fart fetish 

Ronald McDonald is going to rape you in the ass with his massive penis and then he is going to fart on your face because he is gay 219.127.83.147",0.9761853,1,0,1,0,1,1
32473,c4562b7b4ba006eb,"""

 Just dropping by... 
...to let you know that you're a cocksucking faggot!!!-The'FortyFive' """,0.96370924,1,0,1,0,1,1
32474,c4560947ca3c1c77,"Id rather be a vandal than a snot nosed little shit, like you.",0.9686159,1,0,1,0,1,0
32476,c455a8a5ac7d3f3b,"""

 You're a jerk 

Mark Recchi definitely dropped an F Bomb on NBC and taught be the bad word that I never heard before, """"fucking right""""
You're a jerk for removing history from the page. You suck you jerk.""",0.95911044,1,0,1,0,0,0
32487,c44a2604773b6382,"blocked 

is it true Jean Latore pimped your asshole out to some trannys on the streets of Brazil?  lol, thats too funny",0.93232936,1,0,1,0,1,0
32491,c44768d7cf23cc14,"yadavs are kshatriyas 

wht the hell happend to previous stuff written in the wiki which well defined yadavs,know some anti yadavs have edited the stuff and added whole new crap,mentoning yadavs as shudras is funny shit....some fuckin moron must hv done this..",0.92365056,1,0,1,0,1,0
32492,c4471774af1bde4c,"My mistake 

Sorry I reverted you without looking deeper, but after reading this spectacular edit I just assumed  1) you were an obnoxious jackass and 2) were going around inserting nonsense. I guess I wasn't totally correct about #2. Duk",0.8355208,0,0,0,0,0,0
32532,c412c9c821946f76,It must suck to be you then.,0.83726126,0,0,0,0,1,0
32556,c3f5d27f3e3adf72,"I dont think he should be counted in fatalities 

I don't think the amount that where killed at the VT shooting should include him. I would state my reasoning, but I'd rather let you figure it out. To put it very, very, very nicely, he is a piece of crap. The template should be changed to Victims and Shooters or something else.",0.77766573,0,0,0,0,0,0
32563,c3eda62aa5a93215,STOP CHANGON IT FUCKEN MORONS HE AM RUNNEN IN 2008 SO STOP WORKON FOR FUCKON JEORGE BUSH AND STOP CHANGON THE PAGE and you stop beon mene to me my name am jassel mubedian and I am from the war in Iraq and YOU STOP CHANGON THE CUNTREY AND THE PAGE so stop also,0.9327411,1,0,1,0,0,0
32576,c3d743abd2d71301,"Fuck you 

How dare you revert me edit.",0.95890355,1,0,1,0,1,0
32584,c3cea5cbd987b22a,Yo Wuhwuzdat u a bitch wit no life. Yeah u heard me u a bitch. fuck u motherfucka,0.9913378,1,1,1,0,1,0
32587,c3c8c9e0d4251dd3,"suck my dick first, maybe then i'll consider what you have to say.",0.97216624,1,1,1,0,1,0
32595,c3bf6c5fb4b80873,"kansas bear is not turkish or persian but a loser  retard from hitlers youth trying to change turkish and iranian history on wikipedia. His country does not have any history thats why he is vandalizing every page on wikipedia,making changes on every page. what is your nationality 'kansas' bear? are you too scared to tell?",0.77000684,0,0,0,0,0,0
32597,c3bc76b1f3090470,"i'm not going to respond to queries which don't understand the material they are referring to. Pffffffff, haha, your both stupid, but at least Globe doesn't take the time to write the stupid shit that Wobbs has, hahahahaha.",0.9185289,1,0,1,0,1,0
32636,c388e9ad92116e7a,aslo I learned a fact about Harriet because I use to chill with her and she was a Whore because she wanted to suck every guys dick for 10 cents .,0.9326897,1,0,1,0,1,0
32644,c379a0e8a853f889,"Go Fuck Yourself 
Stop sending me harrassing messages about edits I never made on pages I've never visited.  Stay away from me.",0.9327799,1,0,1,0,1,0
32656,c36b119da401071a,"Waa, waa, waa, I called someone a fag, the world is going to end...  would you crybabies like some cheese with your wine?",0.794439,1,0,0,0,0,0
32658,c369d02afcb674c3,"By that standard, I have been raped many many times. Bullshit? Of course. Did I just give in after S.O. nagged and begged? Yep. Should I get her a nice set of professional vibrators? You bet.",0.8606264,1,0,0,0,0,0
32665,c35c9679bd26aec6,"In the foregoing verse 2:223 the word Harth (tilth) indicates that only vaginal sex is permissible in Islam, because it is from this place children are produced. The semen lodged in the womb from which offsprings come is likened to the seeds that are planted in the ground, bringing vegetation. Both of them are substances from which something else is produced.",0.70120263,0,0,0,0,0,0
32678,c34b4fbfd930452a,"Nice job defending Nazis. Do you like defending Nazis? If you can read, you'd learn that what I added is sourced. Typical Nazi. First you try to exterminate Jews, then you make up lies about them. If I could, I'd kill every single one of you pieces of shit.",0.9058022,1,0,1,0,0,0
32686,c33d55d14b8dce15,"You were right to replace the content, Shanghai Pride is for FAGGOTS.",0.90983176,1,0,1,0,1,1
32688,c3387f32b20d864b,"""

Saying """"don't be snitty"""" is not a personal attack. It is a defense from YOUR personal attack against me.

Now me telling you that you are a pussy and need to grow some balls, now that is a personal attack.  I hope you enjoy it as much I did. -  """,0.8918499,1,0,1,0,1,0
32725,c3031429dc29ac43,"Yeah umm you changed back my edit. I though it was a good edit, maybe it wasn't, or maybe you are just flamboyantly homosexual.",0.7445962,1,0,0,0,0,0
32732,c2fba9f0412fb760,Nuke Sweden! Go probe urself with an anal probe. F*ckhead.,0.9624057,1,1,1,0,1,0
32742,c2f0ec8da225df2f,No I'm not gone hahahahahahahaha!!!!!! but not editing at the university anymore! BITCHES!!!!!!!!!!!!!,0.94992846,1,0,1,0,1,0
32749,c2e6456e566358bf,"""
Again, when did it become """"the"""" style...and you are completely mistaken that you think that your convertor was """"more"""" work than the research that went into the FA article. """"the"""" style look like """"crap"""" in the editing window in the article space...it takes up too much room. """,0.7704935,0,0,0,0,0,0
32757,c2dce591ec706689,YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK,0.9890965,1,1,1,0,1,0
32775,c2c42cfe0dd366db,"Genocide
United we stand []",0.6917334,0,0,0,0,0,0
32787,c2b6dac75fe30d66,"Eddits 

Who the fuck are you to be reversing my eddits and such?  Mind your own fucking business, jerk.",0.98139644,1,0,1,0,1,0
32789,c2b62999534527ec,"hornswoggle joining club 

hornswoggle joined the club last monday and bit his butt",0.8870828,1,0,0,0,1,0
32825,c283940b3d84cefd,"Agreed. Just everything about is suspect (and just lol how so many fucking Chinese users have it on their watchlist - I seriously can't do shit without somebody undoing my changes). It stays, for now. I'm planning on doing massive rewrites on the whole thing per Cydevil.",0.89548457,1,0,1,0,0,0
32830,c281c5604b5e3ce5,"Life insurance ?+++ 

Don't fuck with them or you wont live long ++++",0.8967647,1,1,1,0,0,0
32834,c27ae8eb143dd52e,"I give up
Thanks for ruining the Lion King pages. Go ahead it fuck it up some more.",0.83767414,1,0,1,0,0,0
32857,c25b530f1d60c9f8,"Whoops 

What!? You blocked me from editting? Damn...oh wait, nevermind, you're just an idiot.

p.s. I'm not a person, I'm a reminder.",0.94992846,1,0,1,0,1,0
32867,c24719adc1207e0c,"UR SUCH STUPID U IDIOT 

I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U I HATE U v",0.99126667,1,0,0,0,0,0
32891,c21b47c91c903d59,"Gay
Everyone is e-mailing me about deep shadow and you. GAY or Straight. Like two lovebirds. How sweet. Who are you darre? 

6 21 3 11  21

LOSER.
GAY ASS
BASTARD
DIE
DIE
DIE
COMMIT SUICIDE YOU JERK
LOSER

MOTHERFUCKER
Block me. ya block me. You big jerk, too scared to fight. Ur gonna block me. ust dont wanna fight do you. come, i live in maryland. 

 
I hate darrenhusted.",0.9492524,1,1,1,0,1,1
32937,c1da31f9d3e5caf8,"fuck u 

If you our gonna make a list make sure you include all of them so don't change my shit again you ain't from the coast put all rapper or move on",0.96371907,1,0,1,0,1,0
32949,c1cab18ce004c89f,"""

What... no answer?

You're a complete moron for claiming such comparison made is """"pointless and unsourced"""". I merely expanded on a comparison made on the diamond page and importing the graph from that page. If you are a consistent anal retentive, then you should also remove that comparison as well. But we both know you're a fool!

Furthermore, the comparison made between graphite and diamond is made in geology classes around the world. Why do you feel that your ignorance is a merit for judgment?""",0.90174735,0,0,0,0,1,0
32955,c1c22a233e1c91fc,"you bitchass trick

your fat ass is full of dogshit,

commie loving, lying, bastardo chink.",0.97624516,1,1,1,0,1,0
32956,c1c212bc9e50309a,"The gays of this school, and the club we made deserves recognition yet some fag admin keeps deleting it.",0.8606264,1,0,0,0,0,0
32974,c1ad0a446fe9babe,Fine! I see you're not gonna work with me here! Screw you then!,0.7681915,1,0,0,0,1,0
32982,c19c8916605bb888,GO FUCK YOURSELF. IT'S AS SIMPLE AS THAT. I have a proxy server with access to over 100 domains so I will continue editing wikipedia.,0.95948654,1,0,1,0,1,0
32989,c18fcd1d93e4741f,"Why am I even talking to this retard, who hasn't ever gotten out of his chair since he was born?",0.79706365,1,0,0,0,1,0
33001,c182cb7c84c783d7,"I did, he just called Tiger a racist, called the black communities racist and called him a failure at golf. Doesnt mean hes a racist.",0.69542736,1,0,0,0,0,0
33007,c176182cb9fbf657,"RAMBO 5 Plot
Dude, that's not cool! That's not cool at all! First they ruined Indy, now they're gonna ruin RAMBO! He had a good storyline, why the hell did he change it to some science fiction crap! I don't like Stallone anymore!",0.7093121,1,0,0,0,0,0
33008,c17491f4cd5b326d,Ricky81682 (talk)  MUST be investigated right fukkin now. This profile has protected Bermender since day fukkin ONE.,0.69542736,1,0,1,0,0,0
33009,c17446f9c6256f30,"That fatass Chink from OZ, Phanatical, is ruining the reputation of your art. That loser has no life and he wants to ruin your art. 

MotherFucker!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

==",0.97863734,1,0,1,0,1,0
33011,c173314b2e5e3a55,"THEN REMOVE THIS 

[] this is some one real name being publish by some dumb JERK...REMOVE NOW!!!!!",0.8785311,1,0,0,0,0,0
33012,c173202eff7bf38c,"about trina? 

what the hell going on with trina wikipedia pages?

that shit looks like crap.",0.94992846,1,0,1,0,0,0
33033,c1547edb183db1e4,"""
""""Please"""", """"please"""", """"please"""", oh shut up.  """,0.73738843,1,0,0,0,0,0
33043,c1466d92b4c5506e,"I HAVE NO LIFE, AND IF I DON'T GET TO EVER HAVE SEX THEN I WILL MAKE EVERYONE'S LIFE I CAN AS MISERABLE AS POSSIBLE!",0.8606264,1,0,0,0,0,0
33113,c0e5b64757d4b5e8,"""

What's the problem - does """"egalitarian"""" have too many syllables for you?  I didn't write the socialism  wiki article, nor virtually every other article on socialism in the world - all of  which consider socialism to be an egalitarian philosophy.  The whole fucking idea of socialism is to equalize weath, as you admit.  """,0.7696998,1,0,0,0,0,0
33117,c0e1bc364a8cedcd,yo bitch you think you can get rid of me im black,0.9326281,1,0,1,0,1,0
